,entity,tag
85040,NTDWI,I-ORG
85041,Scott,B-PER
85042,Fitzgerald,I-PER
85043,Yale,B-PER
85044,student,I-PER
85045,young,B-PER
85046,man,I-PER
85047,Liberals,B-PER
85048,Media,I-PER
85049,Yeah,B-PER
85050,Canadas,I-PER
85051,Kool,B-PER
85052,Aid,I-PER
85053,GnM,B-LOC
85054,play,I-LOC
85055,Sorry,B-ORG
85056,North,I-ORG
85057,Korea,I-ORG
85058,Harper,B-LOC
85059,End,B-PER
85060,story,I-PER
85061,onThis,B-PER
85062,end,I-PER
85063,ISIS,B-LOC
85064,slip,I-LOC
85065,many,I-LOC
85066,WWII,B-ORG
85067,Turf,B-PER
85068,Trudeau,I-PER
85069,Islamic,B-LOC
85070,terror,I-LOC
85071,North,B-PER
85072,Africa,I-PER
85073,Globe,B-LOC
85074,lie,I-LOC
85075,blame,B-PER
85076,Harper,I-PER
85077,Canada,B-PER
85078,Syrians,I-PER
85079,pay,B-PER
85080,stay,I-PER
85081,Jews,B-ORG
85082,Gays,I-ORG
85083,Atheists,I-ORG
85084,Better,B-PER
85085,Rescue,I-PER
85086,term,B-ORG
85087,money,I-ORG
85088,Canadian,I-ORG
85089,confuse,B-PER
85090,Harper,I-PER
85091,Meet,B-ORG
85092,Boss,I-ORG
85093,old,I-ORG
85094,Boss,I-ORG
85095,Prime,B-PER
85096,Minister,I-PER
85097,Liberal,B-PER
85098,Mind,I-PER
85099,Lefties,B-PER
85100,Harper,I-PER
85101,Canadas,B-LOC
85102,GDP,I-LOC
85103,Junior,B-ORG
85104,High,I-ORG
85105,School,I-ORG
85106,Hurry,B-ORG
85107,meds,I-ORG
85108,Conservativesor,B-PER
85109,things,I-PER
85110,believe,B-PER
85111,ISIS,I-PER
85112,Globe,B-PER
85113,Mail,I-PER
85114,ISIS,B-LOC
85115,invasion,I-LOC
85116,Globe,B-PER
85117,Mail,I-PER
85118,Canadian,B-LOC
85119,way,I-LOC
85120,Liberals,B-ORG
85121,court,I-ORG
85122,Leader,I-ORG
85123,Gerald,B-PER
85124,Butts,I-PER
85125,HUGE,B-LOC
85126,DIFFERENCE,I-LOC
85127,Middle,B-PER
85128,East,I-PER
85129,good,B-PER
85130,man,I-PER
85131,Almost,B-PER
85132,men,I-PER
85133,Canada,B-PER
85134,Harper,I-PER
85135,keep,B-PER
85136,men,I-PER
85137,Allahu,B-PER
85138,Akbar,I-PER
85139,Lebanon,B-PER
85140,Syrian,I-PER
85141,Cdn,B-ORG
85142,Red,I-ORG
85143,Cross,I-ORG
85144,Heather,B-ORG
85145,via,I-ORG
85146,Facebook,I-ORG
85147,Thanks,B-PER
85148,share,I-PER
85149,usual,B-ORG
85150,sane,I-ORG
85151,analysis,I-ORG
85152,Heinbecker,I-ORG
85153,Globe,B-LOC
85154,talk,I-LOC
85155,Nations,B-PER
85156,involve,I-PER
85157,Annette,B-PER
85158,Bickford,I-PER
85159,keep,B-ORG
85160,pant,I-ORG
85161,Iraq,B-LOC
85162,War,I-LOC
85163,Syria,B-PER
85164,Iraq,I-PER
85165,Assad,B-ORG
85166,vacuum,I-ORG
85167,ISIS,I-ORG
85168,Dec,B-PER
85169,deadline,I-PER
85170,State,B-PER
85171,Broadcaster,I-PER
85172,Oil,B-LOC
85173,Sands,I-LOC
85174,oil,B-PER
85175,gas,I-PER
85176,along,B-PER
85177,media,I-PER
85178,gas,B-PER
85179,tax,I-PER
85180,Trudeau,B-PER
85181,task,I-PER
85182,young,B-PER
85183,lady,I-PER
85184,Harper,B-PER
85185,gang,I-PER
85186,Unfortunately,I-PER
85187,Bill,B-PER
85188,Maher,I-PER
85189,Neil,B-PER
85190,Young,I-PER
85191,Liberal,B-PER
85192,lean,I-PER
85193,Pulitzer,B-ORG
85194,Prize,I-ORG
85195,Understatement,I-ORG
85196,Harpers,B-PER
85197,Mulroneys,I-PER
85198,Gerald,B-PER
85199,Butts,I-PER
85200,MrC,B-LOC
85201,kill,B-PER
85202,goose,I-PER
85203,teachers,B-PER
85204,stress,I-PER
85205,Theyre,B-PER
85206,load,I-PER
85207,hahhahahahahahahahahYouve,B-PER
85208,kid,I-PER
85209,Martin,B-ORG
85210,Great,I-ORG
85211,Harper,I-ORG
85212,Donald,B-PER
85213,Trump,I-PER
85214,easy,B-PER
85215,safety,I-PER
85216,Harperites,B-LOC
85217,yap,I-LOC
85218,Chris,B-LOC
85219,Alexander,I-LOC
85220,raise,B-PER
85221,tax,I-PER
85222,Harpers,B-ORG
85223,majority,I-ORG
85224,Trudeaus,I-ORG
85225,Harper,B-PER
85226,Wow,I-PER
85227,Nate,B-PER
85228,Silver,I-PER
85229,theyre,B-PER
85230,Weirdo,I-PER
85231,secret,B-PER
85232,sly,I-PER
85233,measure,B-PER
85234,itThoughts,I-PER
85235,PST,B-LOC
85236,HST,I-LOC
85237,People,B-LOC
85238,Province,B-LOC
85239,Saskatchewan,I-LOC
85240,war,B-PER
85241,ISIS,I-PER
85242,suppose,B-PER
85243,sail,I-PER
85244,tax,B-PER
85245,slip,I-PER
85246,Hope,B-PER
85247,work,I-PER
85248,Saudis,B-ORG
85249,Russians,I-ORG
85250,money,B-PER
85251,killer,I-PER
85252,Venezuela,B-PER
85253,Help,I-PER
85254,loverly,B-ORG
85255,tax,I-ORG
85256,money,I-ORG
85257,gong,B-PER
85258,Alberta,I-PER
85259,date,B-PER
85260,Read,I-PER
85261,Alberta,B-ORG
85262,lowest,I-ORG
85263,tax,I-ORG
85264,Canada,I-ORG
85265,less,B-PER
85266,pay,I-PER
85267,Alberta,B-PER
85268,Edmontonfor,I-PER
85269,CO,B-LOC
85270,emissions,I-LOC
85271,Alberta,B-ORG
85272,oilsands,I-ORG
85273,Golly,B-PER
85274,Gee,I-PER
85275,United,B-PER
85276,States,I-PER
85277,Stalin,B-PER
85278,monster,I-PER
85279,Lev,B-PER
85280,Shlosberg,I-PER
85281,Gove,B-PER
85282,Move,I-PER
85283,Vlad,B-LOC
85284,gut,I-LOC
85285,many,B-ORG
85286,serial,I-ORG
85287,killers,I-ORG
85288,Canada,I-ORG
85289,Wonderful,B-PER
85290,news,I-PER
85291,aka,B-LOC
85292,tax,I-LOC
85293,start,I-LOC
85294,apply,I-LOC
85295,Earth,B-LOC
85296,Party,I-LOC
85297,Big,B-ORG
85298,Green,I-ORG
85299,Machine,I-ORG
85300,Sudhir,B-ORG
85301,Political,I-ORG
85302,job,B-PER
85303,Careful,I-PER
85304,oil,B-PER
85305,sell,I-PER
85306,Good,B-PER
85307,step,I-PER
85308,Much,I-PER
85309,Canadians,B-PER
85310,start,I-PER
85311,mental,B-PER
85312,makeup,I-PER
85313,Burney,B-LOC
85314,Unfortunately,B-ORG
85315,Ontario,I-ORG
85316,Pulse,I-ORG
85317,turn,B-PER
85318,Venus,I-PER
85319,Actual,B-LOC
85320,data,I-LOC
85321,lot,B-PER
85322,talk,I-PER
85323,kill,B-PER
85324,news,I-PER
85325,Iraqi,B-MISC
85326,Syrian,I-MISC
85327,Islamists,I-MISC
85328,Iraq,B-ORG
85329,Syria,I-ORG
85330,Zero,B-LOC
85331,httpwwwcnncomALLPOLITICSaugustmemo,I-LOC
85332,zonked,B-PER
85333,Vodka,I-PER
85334,Congratulations,B-LOC
85335,liberals,I-LOC
85336,Dec,B-PER
85337,deadline,I-PER
85338,Harper,B-ORG
85339,game,I-ORG
85340,Churches,B-PER
85341,Christians,I-PER
85342,single,B-ORG
85343,males,I-ORG
85344,againLOL,I-ORG
85345,Trudeau,B-LOC
85346,slow,I-LOC
85347,lose,B-PER
85348,sleep,I-PER
85349,size,B-ORG
85350,math,I-ORG
85351,add,I-ORG
85352,deal,B-PER
85353,McGuinty,I-PER
85354,many,B-PER
85355,Barnum,I-PER
85356,Richard,B-PER
85357,news,I-PER
85358,Liberals,B-LOC
85359,move,B-PER
85360,TDM,I-PER
85361,Rosemary,B-PER
85362,Barton,I-PER
85363,Nonsense,B-ORG
85364,CBC,I-ORG
85365,CTV,I-ORG
85366,Nice,B-PER
85367,sale,I-PER
85368,stop,B-ORG
85369,post,I-ORG
85370,Cheers,B-LOC
85371,idea,B-PER
85372,talk,I-PER
85373,Like,B-ORG
85374,post,I-ORG
85375,Junior,I-ORG
85376,MacCallum,B-PER
85377,Goodale,I-PER
85378,lie,B-PER
85379,LIberal,I-PER
85380,Syria,B-ORG
85381,year,I-ORG
85382,appoint,B-PER
85383,Senate,I-PER
85384,days,B-PER
85385,later,I-PER
85386,Harper,B-PER
85387,lose,I-PER
85388,Justin,B-PER
85389,Liberals,I-PER
85390,familiesExactly,B-LOC
85391,suppose,I-LOC
85392,NDP,B-LOC
85393,Green,I-LOC
85394,Ahhh,B-ORG
85395,Canada,I-ORG
85396,Home,B-LOC
85397,sir,I-LOC
85398,taxpayer,B-PER
85399,money,I-PER
85400,Harper,B-ORG
85401,along,I-ORG
85402,Better,B-ORG
85403,Canadians,I-ORG
85404,John,B-PER
85405,Ill,I-PER
85406,thingWELCOME,B-PER
85407,CANADA,I-PER
85408,PMO,B-LOC
85409,vet,I-LOC
85410,Ted,B-PER
85411,Talk,I-PER
85412,Roe,B-PER
85413,Wade,I-PER
85414,simply,B-PER
85415,massacre,I-PER
85416,Gay,B-PER
85417,straight,I-PER
85418,applause,B-PER
85419,sir,I-PER
85420,Canada,B-MISC
85421,lose,B-PER
85422,Cons,I-PER
85423,single,B-PER
85424,males,I-PER
85425,mean,B-ORG
85426,sexist,I-ORG
85427,Trudeau,B-PER
85428,bad,I-PER
85429,attack,B-PER
85430,Liberals,I-PER
85431,Omer,B-ORG
85432,gay,I-ORG
85433,Syrian,I-ORG
85434,straights,B-PER
85435,Canadafine,I-PER
85436,ISIS,B-ORG
85437,China,B-PER
85438,India,I-PER
85439,Canada,B-PER
85440,Syrian,I-PER
85441,Hell,B-ORG
85442,jihadi,I-ORG
85443,Muslim,I-ORG
85444,Hes,B-ORG
85445,name,I-ORG
85446,yale,B-ORG
85447,law,I-ORG
85448,tough,I-ORG
85449,slog,I-ORG
85450,good,I-ORG
85451,aziz,I-ORG
85452,days,B-PER
85453,Empire,I-PER
85454,Particularly,B-PER
85455,males,I-PER
85456,Move,B-ORG
85457,youclueless,I-ORG
85458,Sections,B-MISC
85459,ancestors,B-ORG
85460,Canada,I-ORG
85461,deal,B-PER
85462,issue,I-PER
85463,Canada,B-PER
85464,Next,I-PER
85465,Entry,B-ORG
85466,Canada,I-ORG
85467,afraid,B-PER
85468,Duh,I-PER
85469,year,B-PER
85470,olds,I-PER
85471,Possibly,B-LOC
85472,Safe,I-LOC
85473,Iraq,B-PER
85474,Libya,I-PER
85475,Muslims,B-PER
85476,YouTube,I-PER
85477,men,B-PER
85478,Hypocritical,I-PER
85479,Layla,B-PER
85480,name,I-PER
85481,talk,B-PER
85482,things,I-PER
85483,single,B-PER
85484,males,I-PER
85485,males,B-PER
85486,soon,I-PER
85487,Welcom,B-PER
85488,Home,I-PER
85489,Charles,B-ORG
85490,Manson,I-ORG
85491,Jeffery,I-ORG
85492,Dahmer,I-ORG
85493,Debeaumais,B-ORG
85494,Demauvais,I-ORG
85495,EXACTLY,B-ORG
85496,ones,I-ORG
85497,dangerous,I-ORG
85498,ISIS,B-LOC
85499,ISIS,B-LOC
85500,Almost,B-PER
85501,way,I-PER
85502,Lol,B-PER
85503,Hes,I-PER
85504,like,B-PER
85505,son,I-PER
85506,Repeat,B-ORG
85507,meeditorialCheer,I-ORG
85508,John,B-PER
85509,Cleese,I-PER
85510,Whats,B-ORG
85511,Ghandi,I-ORG
85512,Mahatma,B-PER
85513,Gandhi,I-PER
85514,keep,B-PER
85515,stew,I-PER
85516,Andrea,B-PER
85517,Dworkin,I-PER
85518,yoga,B-PER
85519,lessons,I-PER
85520,Political,B-PER
85521,Earnestness,I-PER
85522,Middle,B-PER
85523,East,I-PER
85524,Bah,B-ORG
85525,stoop,I-ORG
85526,MACRO,I-ORG
85527,AGGRESSION,I-ORG
85528,pay,B-PER
85529,tax,I-PER
85530,Guiness,B-ORG
85531,Lucky,I-ORG
85532,Charms,I-ORG
85533,University,B-LOC
85534,Ottawa,I-LOC
85535,Lucky,B-PER
85536,Charms,I-PER
85537,Big,B-PER
85538,Macs,I-PER
85539,days,B-PER
85540,sick,I-PER
85541,Fusion,B-PER
85542,Cooking,I-PER
85543,naked,B-PER
85544,yoga,I-PER
85545,Thanks,B-ORG
85546,Maggie,I-ORG
85547,morning,I-ORG
85548,English,B-PER
85549,Language,I-PER
85550,Sinbad,B-PER
85551,sailor,I-PER
85552,Exactly,B-ORG
85553,Thank,I-ORG
85554,Full,B-PER
85555,stop,I-PER
85556,days,B-PER
85557,Like,I-PER
85558,altogether,B-PER
85559,Canadians,I-PER
85560,April,B-PER
85561,today,I-PER
85562,Racist,B-ORG
85563,base,I-ORG
85564,laziness,I-ORG
85565,Indian,B-PER
85566,meal,I-PER
85567,anywhere,B-PER
85568,egPlasco,I-PER
85569,likely,B-PER
85570,jail,I-PER
85571,name,B-PER
85572,SCLEB,I-PER
85573,white,B-PER
85574,slave,I-PER
85575,Grant,B-PER
85576,Wilson,I-PER
85577,Mount,B-PER
85578,Rushmore,I-PER
85579,sense,B-PER
85580,Explain,I-PER
85581,David,B-ORG
85582,Peachland,I-ORG
85583,League,B-PER
85584,Nations,I-PER
85585,deal,B-PER
85586,today,I-PER
85587,Ontario,B-ORG
85588,Nova,I-ORG
85589,Scotia,I-ORG
85590,reply,B-PER
85591,Vickido,I-PER
85592,talk,B-ORG
85593,mean,I-ORG
85594,exist,I-ORG
85595,Sanra,B-PER
85596,Claus,I-PER
85597,arrogance,B-PER
85598,Americans,I-PER
85599,Harper,B-LOC
85600,Sad,I-LOC
85601,across,B-PER
85602,Canada,I-PER
85603,HRH,B-PER
85604,Bloggins,I-PER
85605,NPRPBS,B-PER
85606,model,I-PER
85607,Shameful,B-LOC
85608,CBC,B-LOC
85609,shine,I-LOC
85610,NPRPBS,B-PER
85611,model,I-PER
85612,money,B-PER
85613,spend,I-PER
85614,CBC,B-LOC
85615,man,I-LOC
85616,mess,B-PER
85617,Regards,I-PER
85618,tax,B-PER
85619,especially,I-PER
85620,GST,I-PER
85621,Ruperts,B-PER
85622,Land,I-PER
85623,Quebec,B-LOC
85624,island,I-LOC
85625,Confederation,B-PER
85626,Quebec,I-PER
85627,Glass,B-ORG
85628,house,I-ORG
85629,Globe,I-ORG
85630,legal,B-PER
85631,Sure,I-PER
85632,Disgrace,B-PER
85633,Profession,I-PER
85634,EdB,B-ORG
85635,play,I-ORG
85636,Kennedy,B-PER
85637,Junior,I-PER
85638,truths,B-PER
85639,Thanks,I-PER
85640,Harper,B-PER
85641,Cons,I-PER
85642,Embassy,B-PER
85643,Washington,I-PER
85644,staff,B-PER
85645,Zilch,I-PER
85646,Tea,B-PER
85647,Partylike,I-PER
85648,Blarney,B-PER
85649,Award,I-PER
85650,study,B-PER
85651,lessons,I-PER
85652,apply,B-PER
85653,Belgium,I-PER
85654,Bad,B-PER
85655,idea,I-PER
85656,Lebanon,B-LOC
85657,today,I-LOC
85658,Fear,B-ORG
85659,monger,I-ORG
85660,Jpm,I-ORG
85661,early,B-PER
85662,stage,I-PER
85663,athiest,B-PER
85664,Syrians,I-PER
85665,visit,B-PER
85666,Doha,I-PER
85667,mean,B-ORG
85668,hell,I-ORG
85669,Harper,I-ORG
85670,English,B-ORG
85671,sign,I-ORG
85672,Richmond,I-ORG
85673,Belgium,B-PER
85674,France,I-PER
85675,GMLPC,B-ORG
85676,mantra,I-ORG
85677,seek,B-PER
85678,end,I-PER
85679,Bawdy,B-PER
85680,mean,I-PER
85681,sunny,B-PER
85682,ways,I-PER
85683,Goodbye,B-PER
85684,Europe,I-PER
85685,agree,B-PER
85686,Wente,I-PER
85687,Mrs,B-PER
85688,Wente,I-PER
85689,impact,B-PER
85690,Belgium,I-PER
85691,Found,B-PER
85692,land,I-PER
85693,erode,B-PER
85694,Europe,I-PER
85695,Whats,B-ORG
85696,matter,I-ORG
85697,San,I-ORG
85698,Bernardino,I-ORG
85699,G,B-PER
85700,meet,I-PER
85701,start,B-PER
85702,Sad,I-PER
85703,Bravo,B-ORG
85704,Toronto,I-ORG
85705,love,I-ORG
85706,Globe,B-PER
85707,Mail,I-PER
85708,Molenbeek,B-ORG
85709,Splain,I-ORG
85710,Wente,I-ORG
85711,Explain,B-ORG
85712,Love,I-ORG
85713,detail,I-ORG
85714,next,B-PER
85715,step,I-PER
85716,Muslim,B-PER
85717,Canadians,I-PER
85718,France,B-PER
85719,Spain,I-PER
85720,West,B-PER
85721,time,I-PER
85722,job,B-PER
85723,Thankless,I-PER
85724,tax,B-PER
85725,move,I-PER
85726,major,B-PER
85727,illnesses,I-PER
85728,welfare,B-PER
85729,Rediculous,I-PER
85730,Used,B-PER
85731,deal,I-PER
85732,Harper,B-LOC
85733,ten,I-LOC
85734,work,B-ORG
85735,less,I-ORG
85736,money,I-ORG
85737,less,I-ORG
85738,ones,B-PER
85739,lesson,I-PER
85740,RAIF,B-ORG
85741,BADAWI,I-ORG
85742,CAPMAS,B-LOC
85743,Egypt,I-LOC
85744,point,B-ORG
85745,Interesting,I-ORG
85746,anytime,B-PER
85747,soon,I-PER
85748,Arabs,B-PER
85749,oxymoron,I-PER
85750,Start,B-PER
85751,job,I-PER
85752,order,B-PER
85753,Washington,I-PER
85754,Roberts,B-PER
85755,Rules,I-PER
85756,Good,B-PER
85757,Enjoy,I-PER
85758,yoga,B-PER
85759,class,I-PER
85760,Canada,B-LOC
85761,appal,I-LOC
85762,Good,B-PER
85763,MeMr,I-PER
85764,talk,B-PER
85765,mean,I-PER
85766,article,B-PER
85767,Capn,I-PER
85768,outrageous,B-PER
85769,sir,I-PER
85770,Sounds,B-ORG
85771,AOWM,I-ORG
85772,slipppery,B-PER
85773,slope,I-PER
85774,talk,B-ORG
85775,talk,I-ORG
85776,LOST,I-ORG
85777,Suck,I-ORG
85778,OReilly,B-PER
85779,Yoga,I-PER
85780,almost,B-ORG
85781,scholarly,I-ORG
85782,Yeah,I-ORG
85783,Black,B-ORG
85784,Friday,I-ORG
85785,Matters,I-ORG
85786,speak,B-PER
85787,English,I-PER
85788,Letters,B-PER
85789,Editor,I-PER
85790,Libs,B-PER
85791,swear,I-PER
85792,Time,B-LOC
85793,turn,I-LOC
85794,Board,B-PER
85795,Directors,I-PER
85796,inThanks,B-LOC
85797,Good,B-PER
85798,reason,I-PER
85799,women,B-PER
85800,talk,I-PER
85801,PTB,B-ORG
85802,annually,I-ORG
85803,taxi,I-ORG
85804,fizzle,B-PER
85805,soon,I-PER
85806,America,B-ORG
85807,Great,I-ORG
85808,smell,B-PER
85809,mess,I-PER
85810,Party,B-PER
85811,demagogue,I-PER
85812,Naimo,B-PER
85813,Klein,I-PER
85814,Except,B-ORG
85815,true,I-ORG
85816,Sadly,I-ORG
85817,British,B-ORG
85818,Empire,I-ORG
85819,Uganda,I-ORG
85820,serious,B-PER
85821,stand,I-PER
85822,Franco,B-PER
85823,Salazar,I-PER
85824,Bush,B-ORG
85825,many,B-ORG
85826,idiots,I-ORG
85827,USA,I-ORG
85828,WORD,B-LOC
85829,Enlighten,I-LOC
85830,Donald,B-PER
85831,Guess,I-PER
85832,Saul,B-PER
85833,Alinsky,I-PER
85834,Windows,B-ORG
85835,machine,I-ORG
85836,Cheers,I-ORG
85837,NAZI,B-ORG
85838,small,B-PER
85839,author,I-PER
85840,LIKED,B-ORG
85841,America,I-ORG
85842,Obama,I-ORG
85843,Church,B-PER
85844,age,I-PER
85845,Americans,B-LOC
85846,annually,I-LOC
85847,strongly,B-PER
85848,Mussolini,I-PER
85849,end,B-PER
85850,mean,I-PER
85851,Hussein,B-MISC
85852,Kadafi,B-PER
85853,Assad,I-PER
85854,label,B-PER
85855,Lol,I-PER
85856,Great,B-PER
85857,Misled,I-PER
85858,mass,B-ORG
85859,like,I-ORG
85860,Kings,I-ORG
85861,Clarity,B-PER
85862,Act,I-PER
85863,saviours,B-PER
85864,Odd,I-PER
85865,Parliment,B-ORG
85866,suppose,I-ORG
85867,WORK,I-ORG
85868,PKP,B-LOC
85869,matter,I-LOC
85870,Whether,B-PER
85871,ones,I-PER
85872,Great,B-PER
85873,Misled,I-PER
85874,Getting,B-ORG
85875,success,I-ORG
85876,Charles,I-ORG
85877,Nestle,B-PER
85878,saviour,I-PER
85879,Canadas,B-PER
85880,image,I-PER
85881,happen,B-PER
85882,Brampton,I-PER
85883,aware,B-ORG
85884,Johnston,I-ORG
85885,GovernorGeneral,I-ORG
85886,Canada,B-LOC
85887,good,I-LOC
85888,Harpers,B-PER
85889,stance,I-PER
85890,Jacob,B-PER
85891,Marley,I-PER
85892,turn,B-PER
85893,Liberals,I-PER
85894,McGrath,B-PER
85895,Lavigne,I-PER
85896,Liberals,B-PER
85897,note,I-PER
85898,Conservative,B-LOC
85899,Party,I-LOC
85900,many,B-PER
85901,issue,I-PER
85902,Jack,B-ORG
85903,Layton,I-ORG
85904,ten,I-ORG
85905,Harper,I-ORG
85906,tailorGood,B-ORG
85907,lord,I-ORG
85908,NDP,I-ORG
85909,postParis,B-LOC
85910,Liberal,B-ORG
85911,vote,I-ORG
85912,NDP,I-ORG
85913,join,B-PER
85914,Liberals,I-PER
85915,Harper,B-LOC
85916,way,I-LOC
85917,Question,B-LOC
85918,Period,I-LOC
85919,Notleys,B-PER
85920,Alberta,I-PER
85921,UBC,B-LOC
85922,Silly,B-PER
85923,lawyers,I-PER
85924,Justin,B-PER
85925,mark,I-PER
85926,Cap,B-ORG
85927,Trade,I-ORG
85928,Cap,I-ORG
85929,Hand,I-ORG
85930,meaningful,B-PER
85931,Kyoto,I-PER
85932,selfpublishedEarthshattering,B-PER
85933,stuff,I-PER
85934,Enquiringly,B-PER
85935,mind,I-PER
85936,Retiring,B-PER
85937,soon,I-PER
85938,Dauphin,B-PER
85939,Narcissus,I-PER
85940,Harts,B-ORG
85941,book,I-ORG
85942,Christmas,I-ORG
85943,much,B-PER
85944,Unfortunately,I-PER
85945,NOAA,B-ORG
85946,disagree,I-ORG
85947,mentality,B-PER
85948,Globe,I-PER
85949,Globe,B-PER
85950,Mail,I-PER
85951,Energy,B-PER
85952,Probe,I-PER
85953,like,B-PER
85954,Obama,I-PER
85955,matter,B-PER
85956,spin,I-PER
85957,Gore,B-PER
85958,Young,I-PER
85959,Like,B-ORG
85960,Galileo,I-ORG
85961,Church,I-ORG
85962,Paris,B-PER
85963,December,I-PER
85964,barrel,B-PER
85965,Wente,I-PER
85966,man,B-PER
85967,AGW,I-PER
85968,stepmom,B-PER
85969,BTW,I-PER
85970,Earths,B-PER
85971,atmosphere,I-PER
85972,USs,B-PER
85973,mistake,I-PER
85974,Crimea,B-PER
85975,Russia,I-PER
85976,LOL,B-LOC
85977,Federation,I-LOC
85978,sales,B-PER
85979,ISIS,I-PER
85980,Like,B-ORG
85981,Palestinians,I-ORG
85982,Georgia,B-PER
85983,Russia,I-PER
85984,Free,B-PER
85985,Cams,I-PER
85986,story,B-PER
85987,milk,I-PER
85988,Asian,B-ORG
85989,Fever,I-ORG
85990,Amnesty,B-PER
85991,International,I-PER
85992,Thanks,B-LOC
85993,Justin,I-LOC
85994,Glob,B-PER
85995,Mire,I-PER
85996,End,B-LOC
85997,story,I-LOC
85998,China,B-ORG
85999,share,I-ORG
86000,Canadians,I-ORG
86001,Chinese,B-PER
86002,admit,I-PER
86003,Hong,B-PER
86004,Kong,I-PER
86005,Chinese,B-ORG
86006,Internal,I-ORG
86007,Affairs,I-ORG
86008,dollars,B-PER
86009,Lin,I-PER
86010,Canadians,B-LOC
86011,dump,I-LOC
86012,Muslims,B-PER
86013,Wonder,I-PER
86014,China,B-PER
86015,way,I-PER
86016,Toronto,B-PER
86017,Montreal,I-PER
86018,Prime,B-PER
86019,Minister,I-PER
86020,lady,B-PER
86021,speak,I-PER
86022,Government,B-ORG
86023,Canada,I-ORG
86024,Question,B-PER
86025,Period,I-PER
86026,China,B-LOC
86027,Canadian,B-LOC
86028,value,I-LOC
86029,Harper,B-LOC
86030,Canada,I-LOC
86031,Big,B-LOC
86032,time,I-LOC
86033,Winnipeg,B-PER
86034,media,I-PER
86035,CO,B-LOC
86036,balance,I-LOC
86037,smaller,B-PER
86038,dam,I-PER
86039,talk,B-ORG
86040,talk,I-ORG
86041,walk,I-ORG
86042,walk,I-ORG
86043,supporter,B-ORG
86044,CAPP,I-ORG
86045,China,B-LOC
86046,anytime,B-PER
86047,soon,I-PER
86048,FAIL,B-LOC
86049,False,B-ORG
86050,lazy,I-ORG
86051,analogy,I-ORG
86052,way,B-PER
86053,deal,I-PER
86054,smaller,B-PER
86055,today,I-PER
86056,CO,B-LOC
86057,volume,I-LOC
86058,Adam,B-PER
86059,Smith,I-PER
86060,NASA,B-ORG
86061,admit,I-ORG
86062,miss,B-PER
86063,satire,I-PER
86064,learn,B-PER
86065,soon,I-PER
86066,FAIL,B-LOC
86067,Pope,B-PER
86068,WWIII,I-PER
86069,Auditor,B-PER
86070,General,I-PER
86071,Canadians,B-MISC
86072,Harper,B-PER
86073,Queen,I-PER
86074,state,B-ORG
86075,Republic,I-ORG
86076,Trump,I-ORG
86077,Native,B-LOC
86078,status,I-LOC
86079,Horsefeathers,B-ORG
86080,legally,I-ORG
86081,speak,I-ORG
86082,Human,B-ORG
86083,Rights,I-ORG
86084,Monarchy,I-ORG
86085,Column,B-PER
86086,Column,I-PER
86087,sign,B-PER
86088,sign,I-PER
86089,Queen,B-LOC
86090,Elizabeth,I-LOC
86091,Second,I-LOC
86092,Free,B-ORG
86093,Speech,I-ORG
86094,Everyone,I-ORG
86095,Abolish,B-ORG
86096,madness,I-ORG
86097,Dude,B-ORG
86098,limit,I-ORG
86099,Charter,I-ORG
86100,Queen,B-LOC
86101,Canada,I-LOC
86102,Crown,B-PER
86103,Queen,I-PER
86104,Queen,B-ORG
86105,John,I-ORG
86106,Smith,I-ORG
86107,mean,B-PER
86108,Queen,I-PER
86109,God,B-ORG
86110,Save,I-ORG
86111,Queen,I-ORG
86112,Exactly,B-ORG
86113,England,I-ORG
86114,joke,I-ORG
86115,Prove,B-LOC
86116,Constitution,B-LOC
86117,Act,I-LOC
86118,king,B-PER
86119,Charles,I-PER
86120,Law,B-LOC
86121,Legislation,I-LOC
86122,Lord,B-PER
86123,Sankey,I-PER
86124,DEFEAT,B-ORG
86125,MONARCHY,I-ORG
86126,Alternatively,B-ORG
86127,move,I-ORG
86128,Australia,I-ORG
86129,name,B-PER
86130,Likewise,I-PER
86131,Constitution,B-PER
86132,Canada,I-PER
86133,idea,B-PER
86134,talk,I-PER
86135,Supreme,B-PER
86136,Court,I-PER
86137,sure,B-PER
86138,many,I-PER
86139,Chief,B-PER
86140,Hairstylist,I-PER
86141,NATO,B-PER
86142,meet,I-PER
86143,Prime,B-LOC
86144,Minister,I-LOC
86145,Prince,B-LOC
86146,Justin,I-LOC
86147,Lead,B-PER
86148,example,I-PER
86149,Conservatives,B-PER
86150,Harper,I-PER
86151,silly,B-PER
86152,silly,I-PER
86153,giveawayReal,B-LOC
86154,Change,I-LOC
86155,tax,B-LOC
86156,enjoy,I-LOC
86157,Fine,B-LOC
86158,win,I-LOC
86159,link,B-PER
86160,Thanks,I-PER
86161,Harpers,B-ORG
86162,Child,I-ORG
86163,Tax,I-ORG
86164,Credit,I-ORG
86165,Hes,B-PER
86166,Flake,I-PER
86167,eye,B-PER
86168,Canadians,I-PER
86169,Nannygate,B-PER
86170,Justin,I-PER
86171,jealous,B-ORG
86172,line,I-ORG
86173,Good,I-ORG
86174,Yep,B-ORG
86175,major,I-ORG
86176,Canadian,I-ORG
86177,Value,I-ORG
86178,Plain,B-PER
86179,simple,I-PER
86180,Harper,B-PER
